ear tag,genotype,Cage,cage.size,sex,DOB,date,experiment week,age (weeks),HFD (Y/N),food initial (g),food final (g),food eaten per mouse,Notes,calorie.intake,,,,
6252,fl/fl;+/+,2888,1,M,5/10/2018,8/7/2018,10,13,N,332.1,349.6,24.4,*,71.004,,,,FALSE
6256,fl/fl;tg/+,2889,2,M,5/10/2018,8/7/2018,10,13,N,216.3,343.7,66.9,*,194.5335,,,,FALSE
6257,fl/fl;tg/+,2889,2,M,5/10/2018,8/7/2018,10,13,N,216.3,343.7,66.9,*,194.5335,,,,FALSE
6258,fl/fl;tg/+,9890,2,F,5/10/2018,8/7/2018,10,13,N,269.1,346.2,40.9,,118.8735,,,,FALSE
6260,fl/fl;tg/+,9890,2,F,5/10/2018,8/7/2018,10,13,N,269.1,346.3,40.9,,118.8735,,,,FALSE
6261,fl/fl;+/+,9891,1,F,5/10/2018,8/7/2018,10,13,N,328.3,348.8,28.6,,83.226,,,,FALSE
6317,fl/fl;tg/+,9914,1,M,5/17/2018,8/7/2018,9,12,Y,321.8,324.9,28.8,*,135.648,,,,TRUE
6321,fl/fl;+/+,9929,1,M,5/17/2018,8/7/2018,9,12,Y,240.3,299.9,111.3,**,524.223,,,,TRUE
6362,fl/fl;tg/+,5994,2,F,5/29/2018,8/7/2018,7,10,N,284.2,314.4,33.2,,96.612,,,,TRUE
6364,fl/fl;tg/+,5994,2,F,5/29/2018,8/7/2018,7,10,N,284.2,314.4,33.2,,96.612,,,,TRUE
6441,fl/fl;+/+,5997,1,M,5/30/2018,8/7/2018,7,10,N,283.8,319.6,67.0,*,194.97,,,,FALSE
6431,fl/fl;tg/+,6006,1,M,6/4/2018,8/7/2018,7,9,N,207.3,329.0,146.3,**,425.733,,,,FALSE
6444,fl/fl;+/+,5998,1,F,5/30/2018,8/7/2018,7,10,N,334.7,323.1,15.0,*,43.65,,,,FALSE
6525,fl/fl;tg/+,3338,1,M,6/25/2018,8/7/2018,4,6,N,327.6,377.4,24.0,,69.84,,,,FALSE
6593,fl/fl;tg/+,3345,3,M,6/26/2018,8/7/2018,4,6,N,192.8,351.1,53.1,,154.521,,,,FALSE
6587,fl/fl;tg/+,3345,3,M,6/26/2018,8/7/2018,4,6,N,192.8,351.1,53.1,,154.521,,,,FALSE
6586,fl/fl;tg/+,3345,3,M,6/26/2018,8/7/2018,4,6,N,192.8,351.1,53.1,,154.521,,,,FALSE
6595,fl/fl;+/+,3346,2,F,6/26/2018,8/7/2018,4,6,N,248.2,345.3,51.8,,150.738,,,,FALSE
6588,fl/fl;+/+,3346,2,F,6/26/2018,8/7/2018,4,6,N,248.2,345.3,51.8,,150.738,,,,FALSE
3351,fl/fl;+/+,3351,3,M,7/1/2018,8/7/2018,3,5,N,265.0,345.0,29.0,*,84.293,,,,FALSE
3351,fl/fl;+/+,3351,3,M,7/1/2018,8/7/2018,3,5,N,265.0,345.0,29.0,*,84.293,,,,FALSE
3351,fl/fl;+/+,3351,3,M,7/1/2018,8/7/2018,3,5,N,265.0,345.0,29.0,*,84.293,,,,FALSE
3352,fl/fl;tg/+,6589,1,F,6/29/2018,8/7/2018,3,6,N,323.6,336.7,36.1,,105.051,,,,FALSE
1640,fl/fl;+/+,0155,1,M,2/7/2018,8/14/2018,15,27,N,344.0,352.3,20.7,,60.237,,,,FALSE
1860,fl/fl;+/+,5753,1,M,3/26/18,8/14/2018,15,20,N,326.1,344.6,21.2,,61.692,,,,FALSE
1966,fl/fl;tg/+,0111,2,F,3/30/18,8/14/2018,15,20,N,287.7,350.2,31.9,,92.829,,,,FALSE
1967,fl/fl;tg/+,0111,2,F,3/30/18,8/14/2018,15,20,N,287.7,350.2,31.9,,92.829,,,,FALSE
6083,fl/fl;tg/+,0156,1,F,4/8/18,8/14/2018,15,18,N,320.3,346.9,28.9,,84.099,,,,FALSE
6084,fl/fl;+/+,0157,1,F,4/8/18,8/14/2018,15,18,N,253.9,345.1,94.3,*,274.413,,,,FALSE
6252,fl/fl;+/+,2888,1,M,5/10/2018,8/14/2018,11,14,N,322.1,347.9,27.5,,80.025,,,,FALSE
6256,fl/fl;tg/+,2889,2,M,5/10/2018,8/14/2018,11,14,N,171.6,351.2,86.1,*,250.4055,,,,FALSE
6257,fl/fl;tg/+,2889,2,M,5/10/2018,8/14/2018,11,14,N,171.6,351.2,86.1,*,250.4055,,,,FALSE
6258,fl/fl;tg/+,9890,2,F,5/10/2018,8/14/2018,11,14,N,275.0,348.0,35.6,,103.596,,,,FALSE
6260,fl/fl;tg/+,9890,2,F,5/10/2018,8/14/2018,11,14,N,275.0,348.0,35.7,,103.7415,,,,FALSE
6261,fl/fl;+/+,9891,1,F,5/10/2018,8/14/2018,11,14,N,320.8,349.2,28.0,,81.48,,,,FALSE
6317,fl/fl;tg/+,9914,1,M,5/17/2018,8/14/2018,10,13,Y,293.1,354.2,31.8,,149.778,,,,TRUE
6321,fl/fl;+/+,9929,1,M,5/17/2018,8/14/2018,10,13,Y,-100.8,312.2,400.7,**,1887.297,,,,TRUE
6362,fl/fl;tg/+,5994,2,F,5/29/2018,8/14/2018,8,11,Y,137.7,343.6,88.4,**,416.1285,,,,TRUE
6364,fl/fl;tg/+,5994,2,F,5/29/2018,8/14/2018,8,11,Y,137.7,343.6,88.4,**,416.1285,,,,TRUE
6441,fl/fl;+/+,5997,1,M,5/30/2018,8/14/2018,8,11,Y,137.1,338.2,182.5,**,859.575,,,,TRUE
6431,fl/fl;tg/+,6006,1,M,6/4/2018,8/14/2018,8,10,N,259.2,347.2,69.8,**,203.118,,,,FALSE
6444,fl/fl;+/+,5998,1,F,5/30/2018,8/14/2018,8,11,Y,109.6,393.0,213.5,**,1005.585,,,,TRUE
6525,fl/fl;tg/+,3338,1,M,6/25/2018,8/14/2018,5,7,N,349.3,349.3,28.1,,81.771,,,,FALSE
6593,fl/fl;tg/+,3345,3,M,6/26/2018,8/14/2018,5,7,N,173.2,378.5,59.3,,172.563,,,,FALSE
6587,fl/fl;tg/+,3345,3,M,6/26/2018,8/14/2018,5,7,N,173.2,378.5,59.3,,172.563,,,,FALSE
6586,fl/fl;tg/+,3345,3,M,6/26/2018,8/14/2018,5,7,N,173.2,378.5,59.3,,172.563,,,,FALSE
6595,fl/fl;+/+,3346,2,F,6/26/2018,8/14/2018,5,7,N,156.2,359.3,94.6,*,275.1405,,,,FALSE
6588,fl/fl;+/+,3346,2,F,6/26/2018,8/14/2018,5,7,N,156.2,359.3,94.6,*,275.1405,,,,FALSE
3351,fl/fl;+/+,3351,3,M,7/1/2018,8/14/2018,4,6,N,74.5,391.7,90.2,*,262.385,,,,FALSE
3351,fl/fl;+/+,3351,3,M,7/1/2018,8/14/2018,4,6,N,74.5,391.7,90.2,*,262.385,,,,FALSE
3351,fl/fl;+/+,3351,3,M,7/1/2018,8/14/2018,4,6,N,74.5,391.7,90.2,*,262.385,,,,FALSE
3352,fl/fl;tg/+,6589,1,F,6/29/2018,8/14/2018,4,7,N,298.1,343.3,38.6,,112.326,,,,FALSE
6489,fl/fl;+/+,6014,1,M,6/8/2018,8/14/2018,1,10,N,,349.0,,,0,,,,FALSE
6492,fl/fl;tg/+,6015,1,M,6/8/2018,8/14/2018,1,10,N,,342.9,,**,0,,,,FALSE
6732,fl/fl;tg/+,3401,2,M,7/18/2018,8/14/2018,1,4,N,,371.5,,,0,,,,FALSE
6733,fl/fl;tg/+,3401,2,M,7/18/2018,8/14/2018,1,4,N,,371.5,,,0,,,,FALSE
6735,fl/fl;tg/+,3402,1,F,7/18/2018,8/14/2018,1,4,N,,394.4,,,0,,,,FALSE
1640,fl/fl;+/+,0155,1,M,2/7/2018,8/21/2018,16,28,N,330.8,378.5,21.5,,62.565,,,,FALSE
1860,fl/fl;+/+,5753,1,M,3/26/18,8/21/2018,16,21,N,338.6,,,,0,dead,,,FALSE
1966,fl/fl;tg/+,0111,2,F,3/30/18,8/21/2018,16,21,N,275.2,364.7,37.5,,109.125,,,,FALSE
1967,fl/fl;tg/+,0111,2,F,3/30/18,8/21/2018,16,21,N,275.2,364.7,37.5,,109.125,,,,FALSE
6083,fl/fl;tg/+,0156,1,F,4/8/18,8/21/2018,16,19,N,312.2,355.1,34.7,,100.977,,,,FALSE
6084,fl/fl;+/+,0157,1,F,4/8/18,8/21/2018,16,19,N,235.4,357.1,109.7,*,319.227,,,,FALSE
6252,fl/fl;+/+,2888,1,M,5/10/2018,8/21/2018,12,15,N,327.6,354.2,20.3,,59.073,,,,FALSE
6256,fl/fl;tg/+,2889,2,M,5/10/2018,8/21/2018,12,15,N,189.4,396.3,80.9,*,235.419,,,,FALSE
6257,fl/fl;tg/+,2889,2,M,5/10/2018,8/21/2018,12,15,N,189.4,396.3,80.9,*,235.419,,,,FALSE
6258,fl/fl;tg/+,9890,2,F,5/10/2018,8/21/2018,12,15,N,278.7,368.0,34.7,,100.8315,,,,FALSE
6260,fl/fl;tg/+,9890,2,F,5/10/2018,8/21/2018,12,15,N,278.7,368.0,34.7,,100.8315,,,,FALSE
6261,fl/fl;+/+,9891,1,F,5/10/2018,8/21/2018,12,15,N,309.5,349.7,39.7,,115.527,,,,FALSE
6317,fl/fl;tg/+,9914,1,M,5/17/2018,8/21/2018,11,14,Y,336.4,361.1,17.8,,83.838,,,,TRUE
6321,fl/fl;+/+,9929,1,M,5/17/2018,8/21/2018,11,14,Y,158.4,345.8,153.8,**,724.398,,,,TRUE
6362,fl/fl;tg/+,5994,2,F,5/29/2018,8/21/2018,9,12,Y,201.2,343.0,71.2,*,335.352,,,,TRUE
6364,fl/fl;tg/+,5994,2,F,5/29/2018,8/21/2018,9,12,Y,201.2,343.0,71.2,*,335.352,,,,TRUE
6441,fl/fl;+/+,5997,1,M,5/30/2018,8/21/2018,9,12,Y,258.9,359.8,79.3,*,373.503,,,,TRUE
6431,fl/fl;tg/+,6006,1,M,6/4/2018,8/21/2018,9,11,Y,324.4,365.0,22.8,,107.388,,,,TRUE
6444,fl/fl;+/+,5998,1,F,5/30/2018,8/21/2018,9,12,Y,159.3,364.8,233.7,**,1100.727,,,,TRUE
6525,fl/fl;tg/+,3338,1,M,6/25/2018,8/21/2018,6,8,N,318.4,360.3,30.9,,89.919,,,,FALSE
6593,fl/fl;tg/+,3345,3,M,6/26/2018,8/21/2018,6,8,N,178.2,369.2,66.8,*,194.291,,,,FALSE
6587,fl/fl;tg/+,3345,3,M,6/26/2018,8/21/2018,6,8,N,178.2,369.2,66.8,*,194.291,,,,FALSE
6586,fl/fl;tg/+,3345,3,M,6/26/2018,8/21/2018,6,8,N,178.2,369.2,66.8,*,194.291,,,,FALSE
6595,fl/fl;+/+,3346,2,F,6/26/2018,8/21/2018,6,8,N,166.2,366.3,96.6,*,280.9605,,,,FALSE
6588,fl/fl;+/+,3346,2,F,6/26/2018,8/21/2018,6,8,N,166.2,366.3,96.6,*,280.9605,,,,FALSE
3351,fl/fl;+/+,3351,3,M,7/1/2018,8/21/2018,5,7,N,138.7,356.9,84.3,*,245.41,,,,FALSE
3351,fl/fl;+/+,3351,3,M,7/1/2018,8/21/2018,5,7,N,138.7,356.9,84.3,*,245.41,,,,FALSE
3351,fl/fl;+/+,3351,3,M,7/1/2018,8/21/2018,5,7,N,138.7,356.9,84.3,*,245.41,,,,FALSE
3352,fl/fl;tg/+,6589,1,F,6/29/2018,8/21/2018,5,8,N,292.5,346.5,50.8,,147.828,,,,FALSE
6489,fl/fl;+/+,6014,1,M,6/8/2018,8/21/2018,2,11,N,327.4,387.7,21.6,,62.856,,,,FALSE
6492,fl/fl;tg/+,6015,1,M,6/8/2018,8/21/2018,2,11,N,324.2,380.1,18.7,,54.417,,,,FALSE
6732,fl/fl;tg/+,3401,2,M,7/18/2018,8/21/2018,2,5,N,302.0,344.9,34.8,,101.1225,,,,FALSE
6733,fl/fl;tg/+,3401,2,M,7/18/2018,8/21/2018,2,5,N,302.0,344.9,34.8,,101.1225,,,,FALSE
6735,fl/fl;tg/+,3402,1,F,7/18/2018,8/21/2018,2,5,N,366.8,366.8,27.6,,80.316,,,,FALSE
1640,fl/fl;+/+,0155,1,M,2/7/2018,8/28/2018,17,29,N,350.0,350.0,28.5,,82.935,,,,FALSE
1966,fl/fl;tg/+,0111,2,F,3/30/18,8/28/2018,17,22,N,301.9,345.7,31.4,,91.374,,,,FALSE
1967,fl/fl;tg/+,0111,2,F,3/30/18,8/28/2018,17,22,N,301.9,345.7,31.4,,91.374,,,,FALSE
6083,fl/fl;tg/+,0156,1,F,4/8/18,8/28/2018,17,20,N,318.0,351.1,37.1,,107.961,,,,FALSE
6084,fl/fl;+/+,0157,1,F,4/8/18,8/28/2018,17,20,N,285.3,346.4,71.8,*,208.938,,,,FALSE
6252,fl/fl;+/+,2888,1,M,5/10/2018,8/28/2018,13,16,N,332.4,350.1,21.8,,63.438,,,,FALSE
6256,fl/fl;tg/+,2889,2,M,5/10/2018,8/28/2018,13,16,N,296.5,358.2,49.9,*,145.209,,,,FALSE
6257,fl/fl;tg/+,2889,2,M,5/10/2018,8/28/2018,13,16,N,296.5,358.2,49.9,*,145.209,,,,FALSE
6258,fl/fl;tg/+,9890,2,F,5/10/2018,8/28/2018,13,16,N,307.5,340.1,30.3,,88.0275,,,,FALSE
6260,fl/fl;tg/+,9890,2,F,5/10/2018,8/28/2018,13,16,N,307.5,340.1,30.3,,88.0275,,,,FALSE
6261,fl/fl;+/+,9891,1,F,5/10/2018,8/28/2018,13,16,N,326.5,345.5,23.2,,67.512,,,,FALSE
6317,fl/fl;tg/+,9914,1,M,5/17/2018,8/28/2018,12,15,N,346.3,352.9,14.8,,43.068,,,,FALSE
6321,fl/fl;+/+,9929,1,M,5/17/2018,8/28/2018,12,15,Y,230.5,349.6,115.3,*,543.063,,,,TRUE
6362,fl/fl;tg/+,5994,2,F,5/29/2018,8/28/2018,10,13,Y,287.8,375.8,27.6,,129.996,,,,TRUE
6364,fl/fl;tg/+,5994,2,F,5/29/2018,8/28/2018,10,13,Y,287.8,375.8,27.6,,129.996,,,,TRUE
6441,fl/fl;+/+,5997,1,M,5/30/2018,8/28/2018,10,13,Y,342.9,358.7,16.9,,79.599,,,,TRUE
6431,fl/fl;tg/+,6006,1,M,6/4/2018,8/28/2018,10,12,Y,349.0,356.8,16.0,,75.36,,,,TRUE
6444,fl/fl;+/+,5998,1,F,5/30/2018,8/28/2018,10,13,Y,231.2,345.4,133.6,**,629.256,,,,TRUE
6525,fl/fl;tg/+,3338,1,M,6/25/2018,8/28/2018,7,9,Y,334.3,348.7,26.0,,122.46,,,,TRUE
6593,fl/fl;tg/+,3345,3,M,6/26/2018,8/28/2018,7,9,N,198.4,362.9,56.9,,165.676,,,,FALSE
6587,fl/fl;tg/+,3345,3,M,6/26/2018,8/28/2018,7,9,N,198.4,362.9,56.9,,165.676,,,,FALSE
6586,fl/fl;tg/+,3345,3,M,6/26/2018,8/28/2018,7,9,N,198.4,362.9,56.9,,165.676,,,,FALSE
6595,fl/fl;+/+,3346,2,F,6/26/2018,8/28/2018,7,9,N,195.7,344.9,85.3,*,248.223,,,,FALSE
6588,fl/fl;+/+,3346,2,F,6/26/2018,8/28/2018,7,9,N,195.7,344.9,85.3,*,248.223,,,,FALSE
3351,fl/fl;+/+,3351,3,M,7/1/2018,8/28/2018,6,8,N,138.0,377.5,73.0,*,212.333,,,,FALSE
3351,fl/fl;+/+,3351,3,M,7/1/2018,8/28/2018,6,8,N,138.0,377.5,73.0,*,212.333,,,,FALSE
3351,fl/fl;+/+,3351,3,M,7/1/2018,8/28/2018,6,8,N,138.0,377.5,73.0,*,212.333,,,,FALSE
3352,fl/fl;tg/+,6589,1,F,6/29/2018,8/28/2018,6,9,N,309.5,372.0,37.0,,107.67,,,,FALSE
6489,fl/fl;+/+,6014,1,M,6/8/2018,8/28/2018,3,12,N,378.9,378.9,8.8,,25.608,,,,FALSE
6492,fl/fl;tg/+,6015,1,M,6/8/2018,8/28/2018,3,12,N,370.3,370.3,9.8,,28.518,,,,FALSE
6732,fl/fl;tg/+,3401,2,M,7/18/2018,8/28/2018,3,6,N,269.4,354.1,37.8,,109.8525,,,,FALSE
6733,fl/fl;tg/+,3401,2,M,7/18/2018,8/28/2018,3,6,N,269.4,354.1,37.8,,109.8525,,,,FALSE
6735,fl/fl;tg/+,3402,1,F,7/18/2018,8/28/2018,3,6,N,336.2,348.6,30.6,,89.046,,,,FALSE
1640,fl/fl;+/+,0155,1,M,2/7/2018,9/4/2018,18,30,N,328.9,404.1,21.1,,61.401,,,,FALSE
1966,fl/fl;tg/+,0111,2,F,3/30/18,9/4/2018,18,23,N,276.0,398.1,34.9,**,101.4135,,,,FALSE
1967,fl/fl;tg/+,0111,2,F,3/30/18,9/4/2018,18,23,N,276.0,398.1,34.9,**,101.4135,,,,FALSE
6083,fl/fl;tg/+,0156,1,F,4/8/18,9/4/2018,18,21,N,316.4,386.8,34.7,*,100.977,,,,FALSE
6084,fl/fl;+/+,0157,1,F,4/8/18,9/4/2018,18,21,N,246.7,396.2,99.7,**,290.127,,,,FALSE
6252,fl/fl;+/+,2888,1,M,5/10/2018,9/4/2018,14,17,N,324.8,381.4,25.3,,73.623,,,,FALSE
6256,fl/fl;tg/+,2889,2,M,5/10/2018,9/4/2018,14,17,N,281.9,368.5,38.2,*,111.0165,,,,FALSE
6257,fl/fl;tg/+,2889,2,M,5/10/2018,9/4/2018,14,17,N,281.9,368.5,38.2,*,111.0165,,,,FALSE
6258,fl/fl;tg/+,9890,2,F,5/10/2018,9/4/2018,14,17,N,275.6,364.6,32.3,,93.8475,,,,FALSE
6260,fl/fl;tg/+,9890,2,F,5/10/2018,9/4/2018,14,17,N,275.6,364.6,32.3,,93.8475,,,,FALSE
6261,fl/fl;+/+,9891,1,F,5/10/2018,9/4/2018,14,17,N,384.2,397.8,-38.7,*,-112.617,,,,FALSE
6317,fl/fl;tg/+,9914,1,M,5/17/2018,9/4/2018,13,16,N,337.1,389.0,15.8,,45.978,,,,FALSE
6321,fl/fl;+/+,9929,1,M,5/17/2018,9/4/2018,13,16,Y,333.7,359.0,15.9,,74.889,,,,TRUE
6362,fl/fl;tg/+,5994,2,F,5/29/2018,9/4/2018,11,14,Y,336.7,371.1,19.6,,92.0805,,,,TRUE
6364,fl/fl;tg/+,5994,2,F,5/29/2018,9/4/2018,11,14,Y,336.7,371.1,19.6,,92.0805,,,,TRUE
6441,fl/fl;+/+,5997,1,M,5/30/2018,9/4/2018,11,14,Y,133.7,345.3,225.0,**,1059.75,,,,TRUE
6431,fl/fl;tg/+,6006,1,M,6/4/2018,9/4/2018,11,13,Y,340.0,359.6,16.8,,79.128,,,,TRUE
6444,fl/fl;+/+,5998,1,F,5/30/2018,9/4/2018,11,14,Y,118.1,263.1,227.3,**,1070.583,,,,TRUE
6525,fl/fl;tg/+,3338,1,M,6/25/2018,9/4/2018,8,10,N,321.3,336.5,27.4,,79.734,,,,FALSE
6593,fl/fl;tg/+,3345,3,M,6/26/2018,9/4/2018,8,10,N,259.1,389.7,34.6,,100.686,,,,TRUE
6587,fl/fl;tg/+,3345,3,M,6/26/2018,9/4/2018,8,10,N,259.1,389.7,34.6,,100.686,,,,TRUE
6586,fl/fl;tg/+,3345,3,M,6/26/2018,9/4/2018,8,10,N,259.1,389.7,34.6,,100.686,,,,TRUE
6595,fl/fl;+/+,3346,2,F,6/26/2018,9/4/2018,8,10,N,100.5,395.4,122.2,**,355.602,,,,TRUE
6588,fl/fl;+/+,3346,2,F,6/26/2018,9/4/2018,8,10,N,100.5,395.4,122.2,**,355.602,,,,TRUE
3351,fl/fl;+/+,3351,3,M,7/1/2018,9/4/2018,7,9,N,92.0,384.4,95.2,**,276.935,,,,FALSE
3351,fl/fl;+/+,3351,3,M,7/1/2018,9/4/2018,7,9,N,92.0,384.4,95.2,**,276.935,,,,FALSE
3351,fl/fl;+/+,3351,3,M,7/1/2018,9/4/2018,7,9,N,92.0,384.4,95.2,**,276.935,,,,FALSE
3352,fl/fl;tg/+,6589,1,F,6/29/2018,9/4/2018,7,10,N,323.4,387.1,48.6,,141.426,,,,FALSE
6489,fl/fl;+/+,6014,1,M,6/8/2018,9/4/2018,4,13,N,348.2,398.4,30.7,*,89.337,,,,FALSE
6492,fl/fl;tg/+,6015,1,M,6/8/2018,9/4/2018,4,13,N,348.4,387.3,21.9,,63.729,,,,FALSE
6732,fl/fl;tg/+,3401,2,M,7/18/2018,9/4/2018,4,7,N,240.5,365.1,56.8,*,165.288,,,,FALSE
6733,fl/fl;tg/+,3401,2,M,7/18/2018,9/4/2018,4,7,N,240.5,365.1,56.8,*,165.288,,,,FALSE
6735,fl/fl;tg/+,3402,1,F,7/18/2018,9/4/2018,4,7,N,310.4,386.9,38.2,,111.162,,,,FALSE
1640,fl/fl;+/+,0155,1,M,2/7/2018,9/11/2018,19,31,N,378.8,378.8,25.3,,73.623,,,,FALSE
1966,fl/fl;tg/+,0111,2,F,3/30/18,9/11/2018,19,24,N,330.0,387.0,34.1,,99.0855,,,,FALSE
1967,fl/fl;tg/+,0111,2,F,3/30/18,9/11/2018,19,24,N,330.0,387.0,34.1,,99.0855,,,,FALSE
6083,fl/fl;tg/+,0156,1,F,4/8/18,9/11/2018,19,22,N,348.3,386.1,38.5,,112.035,,,,FALSE
6084,fl/fl;+/+,0157,1,F,4/8/18,9/11/2018,19,22,N,358.3,381.5,37.9,*,110.289,,,,FALSE
6252,fl/fl;+/+,2888,1,M,5/10/2018,9/11/2018,15,18,N,355.3,379.1,26.1,,75.951,,,,FALSE
6256,fl/fl;tg/+,2889,2,M,5/10/2018,9/11/2018,15,18,N,290.1,362.8,39.2,,114.072,,,,FALSE
6257,fl/fl;tg/+,2889,2,M,5/10/2018,9/11/2018,15,18,N,290.1,362.8,39.2,,114.072,,,,FALSE
6258,fl/fl;tg/+,9890,2,F,5/10/2018,9/11/2018,15,18,N,302.8,369.4,30.9,,89.919,,,,FALSE
6260,fl/fl;tg/+,9890,2,F,5/10/2018,9/11/2018,15,18,N,302.8,369.4,30.9,,89.919,,,,FALSE
6261,fl/fl;+/+,9891,1,F,5/10/2018,9/11/2018,15,18,N,353.9,375.2,43.9,*,127.749,,,,FALSE
6317,fl/fl;tg/+,9914,1,M,5/17/2018,9/11/2018,14,17,N,370.8,383.8,18.2,,52.962,,,,FALSE
6321,fl/fl;+/+,9929,1,M,5/17/2018,9/11/2018,14,17,Y,340.4,366.4,18.6,,87.606,,,,TRUE
6362,fl/fl;tg/+,5994,2,F,5/29/2018,9/11/2018,12,15,Y,335.1,365.1,18.0,,84.78,,,,TRUE
6364,fl/fl;tg/+,5994,2,F,5/29/2018,9/11/2018,12,15,Y,335.1,365.1,18.0,,84.78,,,,TRUE
6441,fl/fl;+/+,5997,1,M,5/30/2018,9/11/2018,12,15,Y,104.3,373.0,241.0,**,1135.11,,,,TRUE
6431,fl/fl;tg/+,6006,1,M,6/4/2018,9/11/2018,12,14,Y,343.2,364.6,16.4,,77.244,,,,TRUE
6444,fl/fl;+/+,5998,1,F,5/30/2018,9/11/2018,12,15,Y,163.3,375.4,99.8,*,470.058,,,,TRUE
6525,fl/fl;tg/+,3338,1,M,6/25/2018,9/11/2018,9,11,Y,314.4,364.1,22.1,,104.091,,,,TRUE
6593,fl/fl;tg/+,3345,3,M,6/26/2018,9/11/2018,9,11,Y,320.6,375.0,23.0,,108.487,,,,TRUE
6587,fl/fl;tg/+,3345,3,M,6/26/2018,9/11/2018,9,11,Y,320.6,375.0,23.0,,108.487,,,,TRUE
6586,fl/fl;tg/+,3345,3,M,6/26/2018,9/11/2018,9,11,Y,320.6,375.0,23.0,,108.487,,,,TRUE
6595,fl/fl;+/+,3346,2,F,6/26/2018,9/11/2018,9,11,Y,324.0,372.2,35.7,**,168.147,,,,TRUE
6588,fl/fl;+/+,3346,2,F,6/26/2018,9/11/2018,9,11,Y,324.0,372.2,35.7,**,168.147,,,,TRUE
3351,fl/fl;+/+,3351,3,M,7/1/2018,9/11/2018,8,10,N,70.6,384.2,104.6,**,304.386,,,,FALSE
3351,fl/fl;+/+,3351,3,M,7/1/2018,9/11/2018,8,10,N,70.6,384.2,104.6,**,304.386,,,,FALSE
3351,fl/fl;+/+,3351,3,M,7/1/2018,9/11/2018,8,10,N,70.6,384.2,104.6,**,304.386,,,,FALSE
3352,fl/fl;tg/+,6589,1,F,6/29/2018,9/11/2018,8,11,Y,367.2,380.6,19.9,,93.729,,,,TRUE
6489,fl/fl;+/+,6014,1,M,6/8/2018,9/11/2018,5,14,N,347.9,367.0,50.5,,146.955,,,,FALSE
6492,fl/fl;tg/+,6015,1,M,6/8/2018,9/11/2018,5,14,N,369.3,381.8,18.0,,52.38,,,,FALSE
6732,fl/fl;tg/+,3401,2,M,7/18/2018,9/11/2018,5,8,N,268.3,374.4,48.4,,140.844,,,,FALSE
6733,fl/fl;tg/+,3401,2,M,7/18/2018,9/11/2018,5,8,N,268.3,374.4,48.4,,140.844,,,,FALSE
6735,fl/fl;tg/+,3402,1,F,7/18/2018,9/11/2018,5,8,N,353.3,373.2,33.6,,97.776,,,,FALSE
1640,fl/fl;+/+,0155,1,M,2/7/2018,9/18/2018,20,32,N,363.8,379.2,15.0,,43.65,,,,FALSE
1966,fl/fl;tg/+,0111,2,F,3/30/18,9/18/2018,20,25,N,315.5,359.3,35.8,*,104.0325,,,,FALSE
1967,fl/fl;tg/+,0111,2,F,3/30/18,9/18/2018,20,25,N,315.5,359.3,35.8,*,104.0325,,,,FALSE
6083,fl/fl;tg/+,0156,1,F,4/8/18,9/18/2018,20,23,N,350.0,376.1,36.1,*,105.051,,,,FALSE
6084,fl/fl;+/+,0157,1,F,4/8/18,9/18/2018,20,23,N,319.8,360.5,61.7,*,179.547,,,,FALSE
6252,fl/fl;+/+,2888,1,M,5/10/2018,9/18/2018,16,19,N,359.2,379.5,19.9,,57.909,,,,FALSE
6256,fl/fl;tg/+,2889,2,M,5/10/2018,9/18/2018,16,19,N,288.9,348.2,37.0,,107.5245,,,,FALSE
6257,fl/fl;tg/+,2889,2,M,5/10/2018,9/18/2018,16,19,N,288.9,348.2,37.0,,107.5245,,,,FALSE
6258,fl/fl;tg/+,9890,2,F,5/10/2018,9/18/2018,16,19,N,314.8,360.9,27.3,,79.443,,,,FALSE
6260,fl/fl;tg/+,9890,2,F,5/10/2018,9/18/2018,16,19,N,314.8,360.9,27.3,,79.443,,,,FALSE
6261,fl/fl;+/+,9891,1,F,5/10/2018,9/18/2018,16,19,N,336.7,365.3,38.5,*,112.035,,,,FALSE
6317,fl/fl;tg/+,9914,1,M,5/17/2018,9/18/2018,15,18,N,368.3,381.8,15.5,,45.105,,,,FALSE
6321,fl/fl;+/+,9929,1,M,5/17/2018,9/18/2018,15,18,Y,352.8,361.7,13.6,,64.056,,,,TRUE
6362,fl/fl;tg/+,5994,2,F,5/29/2018,9/18/2018,13,16,Y,332.6,364.6,16.3,,76.5375,,,,TRUE
6364,fl/fl;tg/+,5994,2,F,5/29/2018,9/18/2018,13,16,Y,332.6,364.6,16.3,,76.5375,,,,TRUE
6441,fl/fl;+/+,5997,1,M,5/30/2018,9/18/2018,13,16,Y,114.1,351.3,258.9,**,1219.419,,,,TRUE
6431,fl/fl;tg/+,6006,1,M,6/4/2018,9/18/2018,13,15,Y,348.7,361.6,15.9,,74.889,,,,TRUE
6444,fl/fl;+/+,5998,1,F,5/30/2018,9/18/2018,13,16,Y,283.8,359.2,91.6,**,431.436,,,,TRUE
6525,fl/fl;tg/+,3338,1,M,6/25/2018,9/18/2018,10,12,Y,346.5,362.9,17.6,,82.896,,,,TRUE
6593,fl/fl;tg/+,3345,3,M,6/26/2018,9/18/2018,10,12,Y,93.1,354.5,94.0,**,442.583,,,,TRUE
