Name	Size	NES	NOM p-value	FDR q-value	Gene Details
ELVIDGE_HYPOXIA_BY_DMOG_UP	107.0	1.6633979	0.0010917031	0.07434416	
DIRMEIER_LMP1_RESPONSE_LATE_UP	51.0	1.6629113	0.004819277	0.07413366	
MCLACHLAN_DENTAL_CARIES_UP	182.0	1.6622522	0.0	0.07422387	
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINDED_IN_ERYTHROCYTE_UP	39.0	1.6620276	0.0063211126	0.07387355	
KIM_WT1_TARGETS_UP	179.0	1.6613703	0.0010427529	0.07385046	
SMIRNOV_RESPONSE_TO_IR_2HR_UP	43.0	1.6608208	0.0012406948	0.07387716	
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN	52.0	1.6594207	0.0036275694	0.07460765	
APPIERTO_RESPONSE_TO_FENRETINIDE_UP	32.0	1.6581423	0.01029601	0.07529332	
HUNSBERGER_EXERCISE_REGULATED_GENES	28.0	1.6576345	0.009138381	0.075275995	
YAMAZAKI_TCEB3_TARGETS_DN	172.0	1.6566449	0.0	0.07575539	
PODAR_RESPONSE_TO_ADAPHOSTIN_DN	14.0	1.6545682	0.02170767	0.07716101	
LY_AGING_MIDDLE_DN	16.0	1.651462	0.007002801	0.07957691	
STARK_HYPPOCAMPUS_22Q11_DELETION_UP	41.0	1.6510917	0.008599509	0.0793204	
MCDOWELL_ACUTE_LUNG_INJURY_UP	41.0	1.6510158	0.00375	0.07885914	
CHEN_ETV5_TARGETS_SERTOLI	14.0	1.6507329	0.020289855	0.078644894	
POS_HISTAMINE_RESPONSE_NETWORK	28.0	1.6506501	0.0066489363	0.078220285	
SANSOM_APC_TARGETS_UP	101.0	1.6499114	0.0021857924	0.078475215	
LEE_EARLY_T_LYMPHOCYTE_UP	79.0	1.6495005	0.0011534025	0.078333445	
FARMER_BREAST_CANCER_CLUSTER_2	29.0	1.6480893	0.0081411125	0.07911923	
MCLACHLAN_DENTAL_CARIES_DN	179.0	1.6472225	0.0	0.07953277	
SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER	31.0	1.646526	0.009162304	0.07968384	
LIN_SILENCED_BY_TUMOR_MICROENVIRONMENT	75.0	1.6431706	0.0011600928	0.08254189	
RIZ_ERYTHROID_DIFFERENTIATION_HEMGN	26.0	1.64155	0.009510869	0.083727956	
NEWMAN_ERCC6_TARGETS_UP	16.0	1.6414171	0.008450705	0.08336332	
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	141.0	1.6389987	0.0021231424	0.08515444	
ABBUD_LIF_SIGNALING_1_DN	22.0	1.6376882	0.01754386	0.085890666	
VECCHI_GASTRIC_CANCER_EARLY_UP	324.0	1.6374125	0.0	0.08556897	
WHITFIELD_CELL_CYCLE_LITERATURE	42.0	1.6363751	0.003773585	0.08595023	
WILLIAMS_ESR1_TARGETS_UP	22.0	1.6359912	0.012534819	0.0857299	
KOHOUTEK_CCNT1_TARGETS	42.0	1.635842	0.011392405	0.08543892	
SWEET_KRAS_TARGETS_DN	56.0	1.63523	0.0059952037	0.08554619	
KAMIKUBO_MYELOID_CEBPA_NETWORK	27.0	1.6343948	0.010810811	0.08585165	
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_UP	23.0	1.6339313	0.013280213	0.08585871	
FRIDMAN_SENESCENCE_DN	12.0	1.6308112	0.01540832	0.08862376	
ZHAN_MULTIPLE_MYELOMA_HP_DN	36.0	1.62998	0.009975063	0.08904277	
GROSS_HYPOXIA_VIA_ELK3_DN	135.0	1.6292386	0.0010787486	0.08924512	
THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_UP	64.0	1.6288811	0.0046620048	0.089127794	
LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_UP	66.0	1.6281519	0.002317497	0.0893977	
WANG_LSD1_TARGETS_UP	19.0	1.6261997	0.014245015	0.09101771	
YOKOE_CANCER_TESTIS_ANTIGENS	26.0	1.6259267	0.008196721	0.09081766	
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_DN	111.0	1.625752	0.0021929825	0.09049982	
ELVIDGE_HIF1A_AND_HIF2A_TARGETS_DN	84.0	1.6237811	0.003322259	0.09212092	
KUMAMOTO_RESPONSE_TO_NUTLIN_3A_DN	10.0	1.6231594	0.016871165	0.092151284	
ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR	70.0	1.6229755	0.00461361	0.09185896	
LE_EGR2_TARGETS_UP	98.0	1.6220475	0.0011061947	0.092234224	
HUPER_BREAST_BASAL_VS_LUMINAL_UP	39.0	1.6215335	0.011320755	0.09221888	
DEMAGALHAES_AGING_DN	14.0	1.6205609	0.01594203	0.09264236	
BASSO_CD40_SIGNALING_UP	83.0	1.6185257	0.0022650056	0.09425676	
WIELAND_UP_BY_HBV_INFECTION	72.0	1.6182541	0.0011481056	0.094120845	
FARMER_BREAST_CANCER_APOCRINE_VS_BASAL	261.0	1.6173642	0.0	0.09445656	
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_DN	141.0	1.615859	0.0	0.095497616	
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_UP	33.0	1.6149222	0.007884363	0.09588783	
GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_UP	20.0	1.6137034	0.0070921984	0.096656315	
SAGIV_CD24_TARGETS_DN	40.0	1.6128818	0.008728179	0.09699367	
KANNAN_TP53_TARGETS_UP	48.0	1.6111293	0.007352941	0.09829668	
MISSIAGLIA_REGULATED_BY_METHYLATION_UP	98.0	1.6100361	0.0033112583	0.098957255	
NIELSEN_MALIGNAT_FIBROUS_HISTIOCYTOMA_UP	18.0	1.6076752	0.016736401	0.100794636	
SEKI_INFLAMMATORY_RESPONSE_LPS_UP	68.0	1.6068833	0.007945516	0.101126835	
FRIDMAN_SENESCENCE_UP	69.0	1.6061791	0.0011723329	0.101308264	
HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP	137.0	1.6052691	0.0010559662	0.10179368	
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP	55.0	1.6041046	0.008413462	0.10253527	
KRASNOSELSKAYA_ILF3_TARGETS_DN	37.0	1.6040286	0.008706467	0.1021458	
HOFMANN_MYELODYSPLASTIC_SYNDROM_RISK_UP	19.0	1.6039946	0.015449438	0.10169879	
GU_PDEF_TARGETS_DN	25.0	1.6038568	0.016172506	0.10140347	
FONTAINE_FOLLICULAR_THYROID_ADENOMA_UP	54.0	1.6038196	0.0023337223	0.100944325	
MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_DN	20.0	1.6026851	0.018731989	0.101595715	
CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_UP	112.0	1.6026813	0.0022099447	0.10110961	
FARMER_BREAST_CANCER_BASAL_VS_LULMINAL	268.0	1.602099	0.0010090817	0.10116885	
ODONNELL_TFRC_TARGETS_DN	101.0	1.6019888	0.0044198893	0.10080874	
WOTTON_RUNX_TARGETS_UP	16.0	1.6004517	0.025316456	0.10187893	
HU_GENOTOXIC_DAMAGE_24HR	29.0	1.597648	0.016666668	0.10443994	
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_EARLY_DN	10.0	1.5974832	0.02173913	0.104109325	
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP	131.0	1.5969363	0.0010604454	0.1043191	
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN	43.0	1.59545	0.007398274	0.10546982	
THUM_MIR21_TARGETS_HEART_DISEASE_UP	15.0	1.5953975	0.01754386	0.10507563	
XU_HGF_TARGETS_INDUCED_BY_AKT1_48HR_UP	11.0	1.5949018	0.027439024	0.10508534	
WINNEPENNINCKX_MELANOMA_METASTASIS_UP	128.0	1.5928831	0.0032537961	0.106821366	
SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6	373.0	1.5910763	0.0	0.10834102	
YIH_RESPONSE_TO_ARSENITE_C1	23.0	1.5908674	0.017195767	0.10807395	
KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_UP	118.0	1.5904721	0.002173913	0.10809802	
ROY_WOUND_BLOOD_VESSEL_UP	41.0	1.5898283	0.0075093866	0.108344	
NAKAMURA_METASTASIS_MODEL_UP	35.0	1.5890424	0.011349306	0.10871843	
PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP	40.0	1.5889527	0.01010101	0.10831941	
UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN	31.0	1.5874972	0.012787724	0.10946151	
KUNINGER_IGF1_VS_PDGFB_TARGETS_DN	36.0	1.5873495	0.015247776	0.1091554	
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_UP	53.0	1.5867764	0.009638554	0.10935355	
SENESE_HDAC3_TARGETS_DN	397.0	1.5867504	0.0	0.108894475	
ZHAN_MULTIPLE_MYELOMA_MF_UP	37.0	1.5865482	0.010178117	0.10861337	
DELACROIX_RAR_TARGETS_UP	42.0	1.5854493	0.011002445	0.109293915	
SERVITJA_LIVER_HNF1A_TARGETS_UP	123.0	1.5837307	0.002181025	0.11076078	
LEE_LIVER_CANCER_HEPATOBLAST	13.0	1.5828397	0.025757575	0.11131405	
REICHERT_MITOSIS_LIN9_TARGETS	26.0	1.5824746	0.014705882	0.11126913	
SMID_BREAST_CANCER_LUMINAL_A_DN	15.0	1.5822687	0.037921347	0.11103263	
JEON_SMAD6_TARGETS_DN	18.0	1.5798323	0.025174825	0.11346713	
BROWNE_HCMV_INFECTION_2HR_UP	28.0	1.5793949	0.024611399	0.1135385	
WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_UP	35.0	1.5783411	0.021437578	0.11440296	
COLDREN_GEFITINIB_RESISTANCE_UP	64.0	1.5780435	0.009237875	0.11421006	
BENPORATH_PROLIFERATION	122.0	1.5767542	0.0	0.115227245	
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP	287.0	1.5765398	0.0	0.11502847	
ISHIDA_E2F_TARGETS	47.0	1.575342	0.0111524165	0.11591776	
SANSOM_WNT_PATHWAY_REQUIRE_MYC	55.0	1.5745913	0.012121212	0.11632656	
GHO_ATF5_TARGETS_DN	14.0	1.5733405	0.02255639	0.11746916	
ALCALAY_AML_BY_NPM1_LOCALIZATION_DN	162.0	1.5728798	0.0010570824	0.11744477	
BURTON_ADIPOGENESIS_2	69.0	1.5724863	0.006904488	0.11741194	
LIN_NPAS4_TARGETS_DN	51.0	1.5714788	0.013431014	0.11801663	
NEMETH_INFLAMMATORY_RESPONSE_LPS_UP	78.0	1.5713629	0.005793743	0.11765081	
HENDRICKS_SMARCA4_TARGETS_DN	41.0	1.5708311	0.009913259	0.11780646	
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	157.0	1.5706855	0.0	0.117456846	
LEE_NEURAL_CREST_STEM_CELL_DN	93.0	1.5689245	0.004454343	0.11914415	
CUI_TCF21_TARGETS_DN	26.0	1.5687084	0.016597511	0.118988305	
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_DN	140.0	1.5678458	0.0042643924	0.11946082	
HORIUCHI_WTAP_TARGETS_DN	259.0	1.5638977	0.0	0.12381085	
OUYANG_PROSTATE_CANCER_PROGRESSION_DN	19.0	1.5634271	0.024113474	0.12388948	
KIM_WT1_TARGETS_8HR_UP	144.0	1.5622808	0.004210526	0.124943726	
ZHAN_MULTIPLE_MYELOMA_PR_UP	33.0	1.5619963	0.011494253	0.124820955	
SCHAVOLT_TARGETS_OF_TP53_AND_TP63	13.0	1.5615286	0.03591954	0.12492721	
BROWNE_HCMV_INFECTION_2HR_DN	45.0	1.5612782	0.011180124	0.12482644	
KANG_DOXORUBICIN_RESISTANCE_UP	47.0	1.560891	0.013333334	0.12477849	
HOLLEMAN_DAUNORUBICIN_B_ALL_UP	10.0	1.5605823	0.029595016	0.12461426	
HUPER_BREAST_BASAL_VS_LUMINAL_DN	48.0	1.5604091	0.016489988	0.124327146	
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN	99.0	1.5601735	0.0076923077	0.12416182	
DOANE_BREAST_CANCER_ESR1_DN	40.0	1.5578643	0.021276595	0.12642613	
MORI_PRE_BI_LYMPHOCYTE_UP	70.0	1.5574746	0.005701254	0.126337	
CROMER_TUMORIGENESIS_UP	53.0	1.5573037	0.0154577885	0.12607951	
LOPEZ_MESOTHELIOMA_SURVIVAL_DN	10.0	1.555859	0.02672956	0.12746486	
LI_LUNG_CANCER	38.0	1.5557288	0.026448363	0.1271813	
SMID_BREAST_CANCER_BASAL_UP	518.0	1.5553968	0.0	0.12709123	
ZHANG_PROLIFERATING_VS_QUIESCENT	48.0	1.5534657	0.014888338	0.12913282	
KIM_GLIS2_TARGETS_UP	72.0	1.5521686	0.007981756	0.13024205	
HU_GENOTOXIC_DAMAGE_4HR	33.0	1.5519297	0.016971279	0.13006797	
VERHAAK_GLIOBLASTOMA_MESENCHYMAL	181.0	1.5511585	0.0010384216	0.13066366	
PROVENZANI_METASTASIS_DN	114.0	1.5503399	0.004310345	0.13124168	
MONTERO_THYROID_CANCER_POOR_SURVIVAL_UP	11.0	1.5494919	0.041411042	0.13186075	
OKUMURA_INFLAMMATORY_RESPONSE_LPS	142.0	1.5485172	0.0010438414	0.13259077	
HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP	341.0	1.5481638	0.0	0.1325979	
PRAMOONJAGO_SOX4_TARGETS_UP	45.0	1.5481181	0.017156864	0.13216247	
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP	144.0	1.5473145	0.0031982942	0.13276163	
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP	88.0	1.5468053	0.006615215	0.13288383	
CERVERA_SDHB_TARGETS_1_UP	87.0	1.5454819	0.0044792835	0.1340648	
CASORELLI_APL_SECONDARY_VS_DE_NOVO_UP	30.0	1.5451316	0.028947368	0.13401031	
LI_AMPLIFIED_IN_LUNG_CANCER	163.0	1.5447026	0.0010504202	0.13408288	
PHONG_TNF_TARGETS_UP	53.0	1.5446653	0.012019231	0.13367353	
PASINI_SUZ12_TARGETS_DN	286.0	1.5446148	0.0	0.13329305	
NIKOLSKY_BREAST_CANCER_22Q13_AMPLICON	14.0	1.5429899	0.02526003	0.13498092	
DOANE_BREAST_CANCER_ESR1_UP	90.0	1.5428759	0.0022371365	0.13463879	
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM5	74.0	1.5424547	0.010404624	0.13473313	
GROSS_ELK3_TARGETS_DN	28.0	1.5413697	0.025503356	0.1356229	
KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_UP	109.0	1.5411376	0.002173913	0.13548103	
CHICAS_RB1_TARGETS_CONFLUENT	457.0	1.5410627	0.0	0.13510205	
HUANG_GATA2_TARGETS_DN	64.0	1.5410618	0.011520738	0.13463937	
GREENBAUM_E2A_TARGETS_UP	30.0	1.5406361	0.02610966	0.13467056	
WEINMANN_ADAPTATION_TO_HYPOXIA_UP	27.0	1.5405179	0.025265958	0.1343556	
DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP	274.0	1.5386704	0.0	0.13630016	
PETROVA_PROX1_TARGETS_DN	57.0	1.5384883	0.008363202	0.13603488	
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_UP	172.0	1.5379231	0.0031120332	0.13626634	
LEE_LIVER_CANCER_MYC_E2F1_UP	50.0	1.5378904	0.015719468	0.13584769	
CHANG_IMMORTALIZED_BY_HPV31_DN	46.0	1.5375009	0.023284314	0.13598095	
BRUNO_HEMATOPOIESIS	58.0	1.537102	0.014251782	0.13599701	
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_UP	11.0	1.5365285	0.042899407	0.13630946	
ZHANG_TLX_TARGETS_60HR_UP	260.0	1.5359237	0.0	0.13664794	
ABE_VEGFA_TARGETS_30MIN	24.0	1.5354487	0.04	0.13674107	
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM3	60.0	1.5354469	0.0116959065	0.13629471	
NEWMAN_ERCC6_TARGETS_DN	30.0	1.5350102	0.027667984	0.13639869	
DELPUECH_FOXO3_TARGETS_DN	37.0	1.5342056	0.021546261	0.13705225	
BERENJENO_TRANSFORMED_BY_RHOA_UP	455.0	1.5335183	0.0	0.1375234	
BRUECKNER_TARGETS_OF_MIRLET7A3_UP	92.0	1.5325885	0.0110741975	0.13831447	
ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR	105.0	1.5321634	0.005399568	0.13842094	
ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP	62.0	1.5320932	0.014994233	0.13805577	
AMIT_EGF_RESPONSE_120_HELA	56.0	1.5316962	0.015550239	0.13809486	
BURTON_ADIPOGENESIS_3	92.0	1.5313598	0.010180996	0.13811705	
MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_DN	63.0	1.5304738	0.012254902	0.13894844	
BROWNE_HCMV_INFECTION_24HR_UP	126.0	1.530372	0.0	0.13866018	
AFFAR_YY1_TARGETS_UP	186.0	1.5302844	0.003121748	0.13832329	
WILENSKY_RESPONSE_TO_DARAPLADIB	27.0	1.5280868	0.03524804	0.1407686	
ONDER_CDH1_TARGETS_2_DN	367.0	1.5279512	0.0	0.1404868	
SWEET_LUNG_CANCER_KRAS_UP	400.0	1.5274433	0.0	0.14064677	
BASSO_B_LYMPHOCYTE_NETWORK	118.0	1.5268911	0.0033076075	0.14087814	
BURTON_ADIPOGENESIS_PEAK_AT_24HR	35.0	1.5268564	0.030264817	0.14049023	
WU_HBX_TARGETS_1_UP	13.0	1.5268357	0.035276074	0.1400886	
LOPEZ_MESOTHELIOMA_SURVIVAL_OVERALL_DN	14.0	1.5263642	0.04411765	0.14020458	
NIKOLSKY_BREAST_CANCER_20Q11_AMPLICON	22.0	1.5260674	0.042176872	0.14014775	
JEPSEN_SMRT_TARGETS	30.0	1.5252992	0.03612903	0.1406817	
GOLUB_ALL_VS_AML_DN	20.0	1.5246986	0.02538787	0.14107688	
OKAMOTO_LIVER_CANCER_MULTICENTRIC_OCCURRENCE_UP	21.0	1.5245721	0.031294454	0.14079551	
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN	85.0	1.5243694	0.007954545	0.14062165	
RUTELLA_RESPONSE_TO_HGF_UP	339.0	1.5236183	0.0	0.14120476	
PETROVA_PROX1_TARGETS_UP	24.0	1.5235951	0.03009576	0.14081061	
NAKAMURA_CANCER_MICROENVIRONMENT_DN	42.0	1.5233278	0.02208589	0.14071462	
HARRIS_BRAIN_CANCER_PROGENITORS	36.0	1.5223467	0.026683608	0.1414293	
HANN_RESISTANCE_TO_BCL2_INHIBITOR_UP	23.0	1.5219368	0.033467203	0.14155036	
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN	33.0	1.5215882	0.012953368	0.14159195	
ZHANG_TARGETS_OF_EWSR1_FLI1_FUSION	74.0	1.5213019	0.009302326	0.1415573	
KIM_PTEN_TARGETS_UP	15.0	1.520207	0.03776224	0.14255254	
SCHRAETS_MLL_TARGETS_DN	31.0	1.5195817	0.028985508	0.14295065	
ONO_AML1_TARGETS_UP	19.0	1.519474	0.03462604	0.14268868	
SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN	18.0	1.5193119	0.032394364	0.14248396	
MCCLUNG_CREB1_TARGETS_UP	87.0	1.518339	0.011235955	0.14346404	
CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_DN	138.0	1.5175792	0.0	0.14403771	
GROSS_HYPOXIA_VIA_HIF1A_UP	66.0	1.5175109	0.013888889	0.14370474	
RASHI_RESPONSE_TO_IONIZING_RADIATION_1	34.0	1.516099	0.028822055	0.14508559	
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN	75.0	1.5156387	0.01718213	0.14518301	
WOOD_EBV_EBNA1_TARGETS_DN	40.0	1.515525	0.021329988	0.14491971	
IGARASHI_ATF4_TARGETS_DN	73.0	1.5144627	0.013667426	0.14592801	
KARAKAS_TGFB1_SIGNALING	16.0	1.514397	0.046478875	0.14559422	
ZHENG_RESPONSE_TO_ARSENITE_UP	10.0	1.5132855	0.0474732	0.146686	
AMIT_SERUM_RESPONSE_480_MCF10A	29.0	1.5120384	0.031007752	0.14795074	
BOYAULT_LIVER_CANCER_SUBCLASS_G56_DN	14.0	1.5111668	0.05109489	0.14869499	
CASTELLANO_NRAS_TARGETS_DN	14.0	1.5102426	0.046511628	0.14950714	
CROONQUIST_NRAS_SIGNALING_DN	67.0	1.5098346	0.015222482	0.14953636	
VANTVEER_BREAST_CANCER_METASTASIS_DN	95.0	1.509214	0.006688963	0.14994432	
SENESE_HDAC1_AND_HDAC2_TARGETS_DN	177.0	1.5087564	0.0020811656	0.15013598	
DOANE_BREAST_CANCER_CLASSES_DN	30.0	1.5074624	0.030625831	0.15146577	
HANSON_HRAS_SIGNALING_VIA_NFKB	19.0	1.50741	0.038297873	0.15109538	
KARLSSON_TGFB1_TARGETS_UP	98.0	1.5073351	0.0065789474	0.15077122	
ROVERSI_GLIOMA_LOH_REGIONS	37.0	1.5066549	0.021118013	0.15134056	
MORI_IMMATURE_B_LYMPHOCYTE_DN	80.0	1.504874	0.01627907	0.15338351	
AMIT_DELAYED_EARLY_GENES	17.0	1.5045624	0.04434907	0.15332204	
LENAOUR_DENDRITIC_CELL_MATURATION_UP	96.0	1.5037558	0.0065789474	0.15406889	
DIRMEIER_LMP1_RESPONSE_EARLY	61.0	1.5030242	0.02813599	0.15463117	
HOFMANN_MYELODYSPLASTIC_SYNDROM_LOW_RISK_UP	18.0	1.5029955	0.055312954	0.15423305	
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1	312.0	1.5026933	0.0	0.15419334	
LIU_BREAST_CANCER	20.0	1.5026518	0.047945205	0.15382174	
GENTILE_UV_LOW_DOSE_UP	25.0	1.5023714	0.034120735	0.15375416	
JI_METASTASIS_REPRESSED_BY_STK11	22.0	1.5020717	0.03601108	0.15376744	
SIMBULAN_PARP1_TARGETS_DN	17.0	1.5015458	0.045454547	0.15399855	
BOYAULT_LIVER_CANCER_SUBCLASS_G6_UP	55.0	1.500952	0.017709563	0.15444775	
NIELSEN_GIST_AND_SYNOVIAL_SARCOMA_DN	18.0	1.5008518	0.043235704	0.15418018	
MARIADASON_RESPONSE_TO_CURCUMIN_SULINDAC_7	11.0	1.4992781	0.060278207	0.15603788	
FURUKAWA_DUSP6_TARGETS_PCI35_DN	59.0	1.4987569	0.023364486	0.15624632	
WOO_LIVER_CANCER_RECURRENCE_UP	93.0	1.4981905	0.013392857	0.15660295	
SMIRNOV_RESPONSE_TO_IR_6HR_UP	119.0	1.4972605	0.0043196543	0.15736653	
LI_WILMS_TUMOR_ANAPLASTIC_UP	17.0	1.4964315	0.05225989	0.15805247	
RODRIGUES_NTN1_TARGETS_DN	131.0	1.4955583	0.0064655175	0.15890835	
MCBRYAN_PUBERTAL_TGFB1_TARGETS_DN	56.0	1.4954858	0.03221957	0.15856385	
VANDESLUIS_COMMD1_TARGETS_GROUP_4_UP	16.0	1.4954087	0.038516406	0.15824355	
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN	20.0	1.4941311	0.048882682	0.15955628	
KIM_WT1_TARGETS_12HR_UP	129.0	1.4937853	0.0032119914	0.15959789	
ZHANG_RESPONSE_TO_CANTHARIDIN_UP	17.0	1.4934675	0.04359673	0.15961793	
HELLER_HDAC_TARGETS_UP	244.0	1.4931924	0.0	0.15956596	
KUROKAWA_LIVER_CANCER_EARLY_RECURRENCE_UP	10.0	1.4897159	0.049079753	0.1639903	
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	147.0	1.4895157	0.005285412	0.16380903	
HOWLIN_CITED1_TARGETS_2_DN	15.0	1.489415	0.05788712	0.16355206	
MELLMAN_TUT1_TARGETS_UP	16.0	1.4886956	0.04505814	0.16408165	
LEE_LIVER_CANCER_CIPROFIBRATE_UP	52.0	1.4884092	0.024038462	0.16400443	
WIERENGA_STAT5A_TARGETS_UP	159.0	1.487958	0.005279831	0.16422378	
WEINMANN_ADAPTATION_TO_HYPOXIA_DN	37.0	1.4862411	0.037406486	0.16634229	
ZHAN_MULTIPLE_MYELOMA_CD1_UP	40.0	1.4858097	0.03307888	0.1665059	
WIERENGA_STAT5A_TARGETS_GROUP2	45.0	1.4852238	0.034355827	0.16690892	
HINATA_NFKB_TARGETS_FIBROBLAST_UP	76.0	1.4851698	0.021714285	0.16657066	
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_LD_MTX_DN	13.0	1.484588	0.055223882	0.16694677	
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN	47.0	1.4835503	0.030075189	0.16801912	
WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_UP	111.0	1.4830191	0.006557377	0.16833693	
BRACHAT_RESPONSE_TO_CAMPTOTHECIN_DN	35.0	1.4829993	0.03529412	0.1679321	
TOOKER_GEMCITABINE_RESISTANCE_DN	106.0	1.4818201	0.01430143	0.1691711	
AMUNDSON_DNA_DAMAGE_RESPONSE_TP53	15.0	1.4817234	0.042521995	0.16890924	
BASAKI_YBX1_TARGETS_UP	229.0	1.4814593	0.0010245901	0.16893668	
WORSCHECH_TUMOR_EVASION_AND_TOLEROGENICITY_UP	27.0	1.481253	0.051282052	0.16878217	
CAFFAREL_RESPONSE_TO_THC_24HR_5_UP	28.0	1.481177	0.028263796	0.1684705	
HARRIS_HYPOXIA	67.0	1.479931	0.031468533	0.1697751	
VILIMAS_NOTCH1_TARGETS_DN	19.0	1.4795675	0.05189341	0.1698938	
JAATINEN_HEMATOPOIETIC_STEM_CELL_DN	168.0	1.4764287	0.0073145246	0.17406215	
CHEOK_RESPONSE_TO_HD_MTX_UP	15.0	1.4762396	0.058651026	0.17395923	
NIELSEN_SYNOVIAL_SARCOMA_DN	16.0	1.4758941	0.044159543	0.17406671	
GOZGIT_ESR1_TARGETS_DN	553.0	1.4757582	0.0	0.1738603	
NADERI_BREAST_CANCER_PROGNOSIS_UP	36.0	1.475363	0.05477707	0.17400643	
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	20.0	1.4745109	0.04918033	0.17473593	
LANDIS_ERBB2_BREAST_TUMORS_324_UP	127.0	1.473965	0.0075593954	0.17517191	
SERVITJA_ISLET_HNF1A_TARGETS_UP	148.0	1.4736631	0.0042283298	0.1752214	
WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN	289.0	1.4731513	0.0010204081	0.17556226	
SANSOM_APC_TARGETS	152.0	1.4718472	0.010548524	0.17713815	
MACLACHLAN_BRCA1_TARGETS_UP	20.0	1.4711637	0.05374823	0.17776762	
AMIT_EGF_RESPONSE_20_MCF10A	13.0	1.4709666	0.051928785	0.17760476	
HUANG_FOXA2_TARGETS_DN	33.0	1.4706067	0.039440203	0.17770635	
VERRECCHIA_RESPONSE_TO_TGFB1_C5	21.0	1.4699135	0.058171745	0.17834586	
TSENG_IRS1_TARGETS_UP	96.0	1.4697782	0.011037528	0.17814472	
ELVIDGE_HIF1A_TARGETS_DN	76.0	1.4693265	0.009101251	0.17832421	
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_15	30.0	1.4687223	0.044354837	0.17886613	
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM1	192.0	1.4684466	0.004115226	0.17885338	
ZIRN_TRETINOIN_RESPONSE_UP	17.0	1.4675914	0.044285715	0.17976622	
LA_MEN1_TARGETS	22.0	1.4672115	0.0473613	0.1799123	
