Gene.Set,Name,NES,NOM p-value,FDR q-value,Gene Details
CGP,MCBRYAN_PUBERTAL_BREAST_3_4WK_UP,1.8286766,0,0.022854261,"KRT8,SPRR1A,MLPH,MUC15,KRT18,CITED1,FAM84A,RAB27B,GYS2,PERP,LGALS3,HSPA1B,CARHSP1,DSP,SLC25A24,CYB5R3,PHLDA1,ST14,LCN2,KRT7,HK1,SGTB,P2RX5,TNFRSF12A,GALC,RUNX1,COL8A1,CDCP1,IGFBP2,ABCC3,SOX9,ADM,SPP1,IRF6,TACSTD2,ELF5,ATP1A3,PROM2,LTF,PTPN5,CSPG4,RASSF3,GADD45A,SLC2A5,EGR2,AQP5,FOXA1"
CGP,DAZARD_UV_RESPONSE_CLUSTER_G28,1.8277149,0,0.022601618,"PMAIP1,ATF3,PTGS2,ANXA2,CTGF,CITED2,TACSTD2,GADD45A,H1FX"
KEGG,KEGG_NOTCH_SIGNALING_PATHWAY,-1.8269151,0,0.049068093,"APH1A,HES5,JAG2,DLL4,MAML2,RFNG,DTX3,DVL2,CTBP2,NCOR2,DLL1,MAML1,HDAC2,DVL1,NUMB,PSENEN,SNW1,LFNG,MFNG,DTX1,EP300,CREBBP,NOTCH3"
CGP,WANG_NEOPLASTIC_TRANSFORMATION_BY_CCND1_MYC,1.8257416,0,0.0230468,"MMP12,TRIB3,ATF3,EREG,IGFBP5,ARHGAP24,AREG,DDIT3"
CGP,LABBE_TGFB1_TARGETS_UP,1.8245558,0,0.023090916,"KRT8,PTPRN,KRT18,PTGS2,LITAF,GREB1,KCNK5,KIF5A,LOX,CPE,CTGF,SERPINE1,CITED2,NUPR1,LAMB3,ADD2,SAT1,ACOT9,SOX11,GADD45A,AADAT,JUNB,CTSE,ITGB1,BEX2,CYR61,AASS,HSPA4,ABCG1"
CGP,COATES_MACROPHAGE_M1_VS_M2_DN,1.8240647,0,0.022763202,"UCHL1,GDF15,ADAM8,HSPA1B,SLC2A1,FBLIM1,MYO1F,ATP6V0D2,HSPA1A,PRDX2,ERO1L,SOAT1,LRRC27,CTSK,THBS1,C1QC,ANKRD37,IGF2R,IL18BP,C1QB,SH2B2,ALDOC,EFHD2"
CGP,LEE_LIVER_CANCER_MYC_TGFA_UP,1.8238515,0.0023501762,0.02234148,"KRT8,MT3,MMP12,MTHFD2,GIPC2,SLC1A4,LCN2,TFRC,ANXA2,APP,HTATIP2,IGF2,ATPIF1,UAP1L1,BTG2,MGMT,RALB,PSRC1,CYP39A1,CSTB,CD63,SLPI"
CGP,BURTON_ADIPOGENESIS_PEAK_AT_8HR,1.8210056,0,0.02296736,"FOSL1,SLC16A1,UCP2,EREG,PPA1,ITGA5,KLF5,VDR,CD44,SRXN1,ARL4D,TUBB2A,SLC23A2,GSTO1,TEAD4,SLC7A6"
CGP,DELYS_THYROID_CANCER_UP,1.8192892,0,0.023217695,NA
CGP,CHASSOT_SKIN_WOUND,1.8191042,0.0015432099,0.02287211,NA
CGP,LEIN_NEURON_MARKERS,1.8164879,0,0.023374183,NA
CGP,HAHTOLA_MYCOSIS_FUNGOIDES_UP,-1.8160772,0.011627907,0.21055672,"SOD2,STAT1,G0S2,TOP1,YWHAE,MMP9,HIST2H2BE"
CGP,MCCLUNG_DELTA_FOSB_TARGETS_2WK,1.810817,0,0.025332307,NA
CGP,CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP,-1.8099492,0.0057142857,0.1949092,"RPS9,RPL35,RPL13A,EEF1B2,RPL37,RPS15,RPS16,RPLP2,RPS23,RPL27A,RPL36,RPS17,RPS13,RPL15,RPL21,RPL14,RPL7A,RPL4,NPM1,RPL28,IMP3,RPL24,RPL32,RPL29,EEF2,EIF4A2"
CGP,SHIPP_DLBCL_CURED_VS_FATAL_UP,1.8087009,0,0.025787469,NA
CGP,AMIT_EGF_RESPONSE_40_MCF10A,1.80329,0.0028985508,0.027449373,NA
CGP,NADLER_OBESITY_UP,1.8018421,0,0.027556848,NA
CGP,DALESSIO_TSA_RESPONSE,1.801447,0.0028612304,0.027172424,NA
CGP,LINDVALL_IMMORTALIZED_BY_TERT_DN,1.8002671,0,0.027156843,NA
CGP,AMIT_SERUM_RESPONSE_40_MCF10A,1.8002596,0,0.02670423,NA
CGP,KIM_RESPONSE_TO_TSA_AND_DECITABINE_UP,1.7964212,0,0.02781506,NA
Reactome,REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION,-1.7956986,0,0.06472475,"RXRA,HDAC3,NCOA2,ARNTL,NCOA6,SMARCD3,NCOR1,NR1D1,PPARGC1A,EP300,CREBBP,NCOA1,RORA,SREBF1"
CGP,CHEN_METABOLIC_SYNDROM_NETWORK,1.7927212,0,0.028977312,NA
CGP,MATTHEWS_SKIN_CARCINOGENESIS_VIA_JUN,1.7906854,0.0014409221,0.029617002,NA
CGP,MARCINIAK_ER_STRESS_RESPONSE_VIA_CHOP,1.7898808,0.0041436465,0.029532468,NA
CGP,BROWN_MYELOID_CELL_DEVELOPMENT_UP,1.7895328,0,0.029256154,NA
CGP,HOSHIDA_LIVER_CANCER_SUBCLASS_S1,1.7890115,0,0.029067704,NA
CGP,MAHADEVAN_RESPONSE_TO_MP470_UP,1.7871381,0.007518797,0.02951136,NA
CGP,YAMASHITA_METHYLATED_IN_PROSTATE_CANCER,1.7867373,0,0.029278181,NA
CGP,HUMMERICH_SKIN_CANCER_PROGRESSION_UP,1.7864075,0,0.029051905,NA
CGP,FONTAINE_PAPILLARY_THYROID_CARCINOMA_UP,1.7849579,0,0.029477032,NA
CGP,CORRE_MULTIPLE_MYELOMA_UP,1.7845273,0,0.029269638,NA
CGP,KERLEY_RESPONSE_TO_CISPLATIN_UP,1.7816807,0.0012804097,0.030118011,NA
CGP,HOFMANN_MYELODYSPLASTIC_SYNDROM_LOW_RISK_DN,1.7803038,0.0025740026,0.030239427,NA
CGP,SMID_BREAST_CANCER_LUMINAL_B_UP,1.7802992,0,0.02983079,NA
CGP,DEMAGALHAES_AGING_UP,1.778758,0.002444988,0.030077653,NA
GO-BP,AMINO_ACID_TRANSPORT,1.7768517,0.0013812155,0.24092059,"SLC25A13,SLC1A1,SLC3A1,SLC7A5,SLC1A2,SLC1A4"
TFT,AMINO_ACID_TRANSPORT,1.7768517,0.0013812155,0.24092059,"SLC25A13,SLC1A1,SLC3A1,SLC7A5,SLC1A2,SLC1A4"
CGP,WANG_LSD1_TARGETS_DN,1.7754068,0.002688172,0.031104567,NA
CGP,RUIZ_TNC_TARGETS_DN,1.7723421,0,0.032108467,NA
CGP,PODAR_RESPONSE_TO_ADAPHOSTIN_UP,1.7703923,0,0.032650076,NA
GO-BP,REGULATION_OF_HEART_CONTRACTION,1.7635889,0.0081411125,0.19497222,"KCNE1L,TNNT2,SCN5A,MYH7,KCNH2,HSPB7,DMPK,ACTC1,KCNIP2,KCNE1"
TFT,REGULATION_OF_HEART_CONTRACTION,1.7635889,0.0081411125,0.19497222,"KCNE1L,TNNT2,SCN5A,MYH7,KCNH2,HSPB7,DMPK,ACTC1,KCNIP2,KCNE1"
CGP,CROONQUIST_STROMAL_STIMULATION_UP,1.757036,0.0012019231,0.039286993,NA
CGP,HANN_RESISTANCE_TO_BCL2_INHIBITOR_DN,1.7545207,0,0.040292636,NA
CGP,KIM_MYCL1_AMPLIFICATION_TARGETS_UP,1.7530733,0.0031201248,0.04071657,NA
GO-MF,MOTOR_ACTIVITY,1.7520332,0.00660502,0.15133695,"DYNC1I1,MYL6B,KIF11,KIF5C,CENPE,KIF2C,MYH10,KIF22,KIF3B"
CGP,LEE_LIVER_CANCER_DENA_UP,1.7481939,0.0011933175,0.04330743,NA
CGP,KOBAYASHI_EGFR_SIGNALING_24HR_DN,1.7481444,0,0.042823635,NA
CGP,BHATTACHARYA_EMBRYONIC_STEM_CELL,1.7468532,0.0011587485,0.04302715,NA
CGP,SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP,1.7463773,0,0.042817682,NA
CGP,AMUNDSON_GAMMA_RADIATION_RESPONSE,1.7461392,0.0037546933,0.04250234,NA
CGP,GAJATE_RESPONSE_TO_TRABECTEDIN_UP,1.7417346,0.0023952096,0.044620547000000003,NA
Reactome,REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA,-1.7407265,0.019379845,0.09042199,"RXRA,HDAC3,NCOA2,ARNTL,NCOA6,SMARCD3,NCOR1,NR1D1,PPARGC1A,EP300,CREBBP,NCOA1,RORA"
CGP,TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_UP,1.7403148,0,0.04526983,NA
CGP,RASHI_RESPONSE_TO_IONIZING_RADIATION_2,1.7388892,0,0.04566026,NA
CGP,TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_MONOCYTE_UP,1.7381388,0.0027816412,0.045572802,NA
CGP,WANG_METHYLATED_IN_BREAST_CANCER,1.7375951,0.00124533,0.0453612,NA
GO-BP,MICROTUBULE_BASED_MOVEMENT,1.7374277,0.004149378,0.20482796,"DYNC1I1,KIF5A,NEFL,KIF1A,KIF3B"
TFT,MICROTUBULE_BASED_MOVEMENT,1.7374277,0.004149378,0.20482796,"DYNC1I1,KIF5A,NEFL,KIF1A,KIF3B"
CGP,SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN,1.7366849,0.002259887,0.045358814,NA
CGP,NAKAJIMA_MAST_CELL,1.7351556,0.0049875313,0.04581912,NA
CGP,KAPOSI_LIVER_CANCER_MET_UP,1.7351115,0.005830904,0.04534284,NA
CGP,WARTERS_IR_RESPONSE_5GY,1.734899,0.0012870013,0.04495407,NA
CGP,FRASOR_TAMOXIFEN_RESPONSE_DN,1.730558,0.0015243902,0.047088515,NA
CGP,KORKOLA_EMBRYONIC_CARCINOMA_VS_SEMINOMA_UP,1.7283486,0.002919708,0.047935188,NA
CGP,CHANG_CYCLING_GENES,1.7245572,0,0.050062645,NA
CGP,DAZARD_UV_RESPONSE_CLUSTER_G2,1.7216961,0.008379889,0.051668134,NA
CGP,MORI_MATURE_B_LYMPHOCYTE_DN,1.7215217,0,0.05129868,NA
Reactome,REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE,-1.7211791,0,0.09673515,"ADCY6,CREB1,ADCY2,FGFR1,KLB,PRKCA,ADCY3,FGF22,FGF2,CALM2,KL,CALM3,CALM1,ADCY5,PRKCE,FGFR4,PRKAR2B,PRKCD,CAMK4,FGF5"
CGP,XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_UP,1.7205694,0.0076824585,0.051413506,NA
CGP,BURTON_ADIPOGENESIS_PEAK_AT_2HR,1.7179129,0.0011848342,0.05281437,NA
CGP,SENESE_HDAC2_TARGETS_DN,1.7150985,0.0010917030999999999,0.054177206,NA
CGP,SABATES_COLORECTAL_ADENOMA_UP,1.7149738,0,0.053746805,NA
GO-BP,ORGANIC_ACID_TRANSPORT,1.711695,0.0025906735,0.23287702,"SLC25A13,SLC1A1,SLC22A12,SLC3A1,SLC7A5,SLC1A2,SLC1A4,SLC16A1"
TFT,ORGANIC_ACID_TRANSPORT,1.711695,0.0025906735,0.23287702,"SLC25A13,SLC1A1,SLC22A12,SLC3A1,SLC7A5,SLC1A2,SLC1A4,SLC16A1"
CGP,MAHADEVAN_RESPONSE_TO_MP470_DN,1.7109149,0.005594406,0.055876642,NA
CGP,WU_CELL_MIGRATION,1.7095503,0,0.056419313,NA
CGP,RAMALHO_STEMNESS_DN,1.7060714,0,0.058416437,NA
CGP,AMIT_EGF_RESPONSE_120_MCF10A,1.7060249,0.0038412292,0.057904862,NA
CGP,TSENG_ADIPOGENIC_POTENTIAL_UP,1.7052069,0.006821282,0.057960637,NA
CGP,ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_UP,1.7029722,0,0.05884698,NA
CGP,TAVOR_CEBPA_TARGETS_UP,1.7025383,0,0.058600865,NA
GO-BP,NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION,1.6997039,0.007782101,0.22533102,"MDFI,VWC2,CBLC,FRZB,PEG10,CIDEA"
TFT,NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION,1.6997039,0.007782101,0.22533102,"MDFI,VWC2,CBLC,FRZB,PEG10,CIDEA"
CGP,LI_INDUCED_T_TO_NATURAL_KILLER_UP,1.6988213,0,0.06105154,NA
CGP,MATTHEWS_AP1_TARGETS,1.6985651,0.004464286,0.060706973,NA
CGP,AMIT_SERUM_RESPONSE_60_MCF10A,1.6978304,0.0012239902,0.06079196,NA
GO-BP,POSITIVE_REGULATION_OF_JNK_ACTIVITY,1.697331,0.0057306592,0.19791012,"MDFI,MAP3K9"
TFT,POSITIVE_REGULATION_OF_JNK_ACTIVITY,1.697331,0.0057306592,0.19791012,"MDFI,MAP3K9"
CGP,AMIT_EGF_RESPONSE_60_MCF10A,1.6970009,0.0025125628,0.061030667,NA
CGP,CHUANG_OXIDATIVE_STRESS_RESPONSE_UP,1.6968681,0.006802721,0.060595434,NA
CGP,GOLDRATH_ANTIGEN_RESPONSE,1.6946361,0,0.06189987,NA
GO-BP,PROTEIN_SECRETION,1.6944715,0.0054945056,0.1805821,"CIDEA,LTBP2,CRTAM,SCG2,BACE2,ARFGAP3,SERGEF,APOA2,ARL4D,PDIA4,CANX"
TFT,PROTEIN_SECRETION,1.6944715,0.0054945056,0.1805821,"CIDEA,LTBP2,CRTAM,SCG2,BACE2,ARFGAP3,SERGEF,APOA2,ARL4D,PDIA4,CANX"
CGP,IKEDA_MIR30_TARGETS_DN,1.6943263,0.008321775,0.061624717,NA
CGP,CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP,1.6938103,0,0.061496336,NA
GO-BP,REGULATION_OF_ANGIOGENESIS,1.692329,0.009296149,0.1636026,"NPPB,SPHK1,RUNX1,HTATIP2,ANGPTL4,SPINK5,RNH1,RHOB,AGGF1"
TFT,REGULATION_OF_ANGIOGENESIS,1.692329,0.009296149,0.1636026,"NPPB,SPHK1,RUNX1,HTATIP2,ANGPTL4,SPINK5,RNH1,RHOB,AGGF1"
CGP,KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_DN,1.6903788,0.008438818,0.063968964,NA
KEGG,KEGG_HEDGEHOG_SIGNALING_PATHWAY,-1.6902734,0.0056497175,0.105948694,"GLI1,CSNK1E,WNT5A,WNT10B,WNT2B,WNT9B,PTCH2,PTCH1,BMP8A,BMP7,BMP5,WNT4"
GO-BP,POSITIVE_REGULATION_OF_CELL_CYCLE,1.69027,0.004524887,0.15129462,"SPHK1,BIRC5,ASNS,EREG,CITED2,CCND3,CD28"
TFT,POSITIVE_REGULATION_OF_CELL_CYCLE,1.69027,0.004524887,0.15129462,"SPHK1,BIRC5,ASNS,EREG,CITED2,CCND3,CD28"
CGP,KATSANOU_ELAVL1_TARGETS_UP,1.6902684,0,0.063553415,NA
CGP,YE_METASTATIC_LIVER_CANCER,1.6900846,0.0042432817,0.06317008,NA
CGP,ACEVEDO_FGFR1_TARGETS_IN_PROSTATE_CANCER_MODEL_UP,1.6898268,0,0.06280178,NA
CGP,DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_UP,1.6896614,0.010666667,0.06243077,NA
KEGG,KEGG_PRION_DISEASES,1.6881579,0.009102731,0.19593135,"EGR1,NCAM1,HSPA5,HSPA1A,IL1B,PRKX,C1QC,FYN,C1QB,C1QA,BAX,IL6"
CGP,HOELZEL_NF1_TARGETS_UP,1.6837941,0,0.0665038,NA
CGP,VALK_AML_WITH_CEBPA,1.6811324,0.0037926675,0.067983866,NA
CGP,LEE_TARGETS_OF_PTCH1_AND_SUFU_DN,1.680431,0.0035211267,0.06807774,NA
CGP,ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION,1.6800032,0,0.06799684,NA
CGP,MCBRYAN_PUBERTAL_BREAST_4_5WK_UP,1.6792971,0,0.06806406,NA
CGP,LEE_AGING_NEOCORTEX_UP,1.6776959,0,0.06893116,NA
KEGG,KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,-1.6776811,0.009708738,0.08670735,"PLA2G3,PLA2G2C,PLA2G4E,PLA2G6,FADS2,PLA2G5,PLA2G2D"
CGP,VALK_AML_CLUSTER_7,1.6771189,0.00947226,0.068886764,NA
CGP,TANG_SENESCENCE_TP53_TARGETS_DN,1.6765444,0.0023923444,0.06882691,NA
CGP,WATTEL_AUTONOMOUS_THYROID_ADENOMA_UP,1.6753199,0.0047003524,0.06924935,NA
GO-CC,MICROTUBULE_ASSOCIATED_COMPLEX,1.6753099,0.0024570024,0.23028073,"MAP1B,DYNC1I1,MAP1A,KIF11,KIF5C,KIF2C,KIF5A"
CGP,ZHENG_GLIOBLASTOMA_PLASTICITY_UP,1.6751255,0,0.06888167,NA
CGP,GERY_CEBP_TARGETS,1.674705,0.0010928962,0.06872925,NA
Biocarta,BIOCARTA_HDAC_PATHWAY,-1.6746927,0.004255319,0.21692389,"PPP3CA,MAPK14,MEF2A,HDAC5,NFATC1,INSR,PPP3CB,CALM2,CALM3,CALM1,MYOD1,IGF1"
CGP,LUI_THYROID_CANCER_CLUSTER_1,1.671925,0.005,0.07048645,NA
CGP,INGA_TP53_TARGETS,1.6712464,0.018492177,0.07050872,NA
KEGG,KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,-1.6711737,0,0.07438875,"CALD1,CALCRL,ADCY6,PPP1CC,PPP1R14A,RAMP2,RAMP3,ADCY2,GUCY1B3,ACTG2,PLA2G3,PRKCA,PLA2G2C,PLA2G4E,PRKCQ,ADCY3,KCNMB1,AVPR1A,GUCY1A3,MYLK2,PLA2G6,MYH11,MYLK,CACNA1C,CALM2,MYL9,PRKCH,ADORA2B,ITPR1,CALM3,CACNA1S,CALM1,ADCY5,PRKCE,PLA2G5,PRKCD,PLA2G2D,ADRA1A"
Biocarta,BIOCARTA_ATRBRCA_PATHWAY,-1.670285,0.010869565,0.1681637,"CHEK2,RAD1,MRE11A,NBN,BRCA2,HUS1,RAD51,FANCD2,FANCF,RAD9A,CHEK1,FANCE,ATM"
CGP,RHODES_UNDIFFERENTIATED_CANCER,1.6677456,0.0023584906,0.07308256,NA
CGP,CROONQUIST_IL6_DEPRIVATION_DN,1.6663132,0.0011086474,0.07373378,NA
CGP,POOLA_INVASIVE_BREAST_CANCER_UP,1.6652627,0,0.07426422,NA
CGP,CROONQUIST_NRAS_SIGNALING_UP,1.6647497,0.0051150895,0.07418471,NA
CGP,ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_UP,1.6646602,0.0011520737,0.07370674,NA
KEGG,KEGG_LINOLEIC_ACID_METABOLISM,-1.6635028,0.016611295,0.06687929,"PLA2G10,ALOX15,PLA2G3,PLA2G2C,PLA2G4E,PLA2G6,PLA2G5,PLA2G2D"
CGP,ELVIDGE_HYPOXIA_BY_DMOG_UP,1.6633979,0.0010917030999999999,0.07434416,NA
CGP,DIRMEIER_LMP1_RESPONSE_LATE_UP,1.6629113,0.004819277,0.07413366,NA
CGP,MCLACHLAN_DENTAL_CARIES_UP,1.6622522,0,0.07422387,NA
CGP,TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINDED_IN_ERYTHROCYTE_UP,1.6620276,0.0063211126,0.07387355,NA
CGP,KIM_WT1_TARGETS_UP,1.6613703,0.0010427529,0.07385046,NA
CGP,SMIRNOV_RESPONSE_TO_IR_2HR_UP,1.6608208,0.0012406948,0.07387716,NA
CGP,STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN,1.6594207,0.0036275694,0.07460765,NA
CGP,APPIERTO_RESPONSE_TO_FENRETINIDE_UP,1.6581423,0.01029601,0.07529332,NA
CGP,HUNSBERGER_EXERCISE_REGULATED_GENES,1.6576345,0.009138381,0.075275995,NA
Reactome,REACTOME_CA_DEPENDENT_EVENTS,-1.657066,0.012448133,0.1368358,"ADCY6,CREB1,ADCY2,PRKCA,ADCY3,CALM2,CALM3,CALM1,ADCY5,PRKAR2B,PRKCD,CAMK4"
CGP,YAMAZAKI_TCEB3_TARGETS_DN,1.6566449,0,0.07575539,NA
KEGG,KEGG_GALACTOSE_METABOLISM,1.6556414,0.0069156294,0.19655415,"GALE,MGAM,GCK,HK3,HK1,GALK2"
CGP,PODAR_RESPONSE_TO_ADAPHOSTIN_DN,1.6545682,0.02170767,0.07716101,NA
CGP,LY_AGING_MIDDLE_DN,1.651462,0.007002801,0.07957691,NA
CGP,STARK_HYPPOCAMPUS_22Q11_DELETION_UP,1.6510917,0.008599509,0.0793204,NA
CGP,MCDOWELL_ACUTE_LUNG_INJURY_UP,1.6510158,0.00375,0.07885914,NA
CGP,CHEN_ETV5_TARGETS_SERTOLI,1.6507329,0.020289855,0.078644894,NA
CGP,POS_HISTAMINE_RESPONSE_NETWORK,1.6506501,0.0066489363,0.078220285,NA
CGP,SANSOM_APC_TARGETS_UP,1.6499114,0.0021857924,0.078475215,NA
CGP,LEE_EARLY_T_LYMPHOCYTE_UP,1.6495005,0.0011534025,0.078333445,NA
CGP,FARMER_BREAST_CANCER_CLUSTER_2,1.6480893,0.0081411125,0.07911923,NA
CGP,MCLACHLAN_DENTAL_CARIES_DN,1.6472225,0,0.07953277,NA
GO-MF,AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,1.6471053,0.0067750677,0.23754977,"SLC25A13,SLC1A1,SLC3A1,SLC7A5,SLC1A2,SLC1A4"
CGP,SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER,1.646526,0.009162304,0.07968384,NA
GO-BP,ORGANELLE_LOCALIZATION,1.6432893,0.015027323,0.23956138,"BIRC5,CENPF,CENPE,MSTO1,MYO1A,SEPT5,CDCA5,NLGN1,SNAP29,AP1M2,YKT6"
TFT,ORGANELLE_LOCALIZATION,1.6432893,0.015027323,0.23956138,"BIRC5,CENPF,CENPE,MSTO1,MYO1A,SEPT5,CDCA5,NLGN1,SNAP29,AP1M2,YKT6"
CGP,LIN_SILENCED_BY_TUMOR_MICROENVIRONMENT,1.6431706,0.0011600928,0.08254189,NA
CGP,RIZ_ERYTHROID_DIFFERENTIATION_HEMGN,1.64155,0.009510869,0.083727956,NA
CGP,NEWMAN_ERCC6_TARGETS_UP,1.6414171,0.008450705,0.08336332,NA
GO-BP,TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,1.639144,0.0024420025,0.22989824,"GDF15,VWC2,HPGD,GDF5,PEG10,GDF9,CIDEA,CITED2,LTBP2"
TFT,TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,1.639144,0.0024420025,0.22989824,"GDF15,VWC2,HPGD,GDF5,PEG10,GDF9,CIDEA,CITED2,LTBP2"
CGP,SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP,1.6389987,0.0021231424,0.08515444,NA
Reactome,REACTOME_DARPP_32_EVENTS,-1.6377653,0.02734375,0.1458009,"PRKAR2A,PPP1R1B,PDE4C,PPP3R1,PPP3CA,PPP2R1B,PPP3CB,PPP2R5D,CALM2,PDE4D,CALM3,CALM1,PRKAR2B,PDE4B"
CGP,ABBUD_LIF_SIGNALING_1_DN,1.6376882,0.01754386,0.085890666,NA
CGP,VECCHI_GASTRIC_CANCER_EARLY_UP,1.6374125,0,0.08556897,NA
GO-CC,KINETOCHORE,1.6364495,0.019390581,0.24635088,"BUB1,CENPF,CENPE,ZWILCH,ZW10,KIF22,MIS12,CLASP1,CENPC1"
CGP,WHITFIELD_CELL_CYCLE_LITERATURE,1.6363751,0.003773585,0.08595023,NA
CGP,WILLIAMS_ESR1_TARGETS_UP,1.6359912,0.012534819,0.0857299,NA
CGP,KOHOUTEK_CCNT1_TARGETS,1.635842,0.011392405,0.08543892,NA
CGP,SWEET_KRAS_TARGETS_DN,1.63523,0.0059952037,0.08554619,NA
CGP,KAMIKUBO_MYELOID_CEBPA_NETWORK,1.6343948,0.010810811,0.08585165,NA
GO-BP,ACTIVATION_OF_JNK_ACTIVITY,1.6342705,0.015988372,0.22276771,"MDFI,MAP3K9"
TFT,ACTIVATION_OF_JNK_ACTIVITY,1.6342705,0.015988372,0.22276771,"MDFI,MAP3K9"
CGP,WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_UP,1.6339313,0.013280213,0.08585871,NA
Biocarta,BIOCARTA_MEF2D_PATHWAY,-1.6323582,0.01986755,0.17936286,"HDAC2,PPP3CA,NFATC1,PRKCA,EP300,PPP3CB,CALM2,CALM3,CALM1"
CGP,FRIDMAN_SENESCENCE_DN,1.6308112,0.01540832,0.08862376,NA
CGP,ZHAN_MULTIPLE_MYELOMA_HP_DN,1.62998,0.009975063,0.08904277,NA
CGP,GROSS_HYPOXIA_VIA_ELK3_DN,1.6292386,0.0010787486,0.08924512,NA
CGP,THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_UP,1.6288811,0.0046620048,0.089127794,NA
CGP,LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_UP,1.6281519,0.002317497,0.0893977,NA
CGP,WANG_LSD1_TARGETS_UP,1.6261997,0.014245015,0.09101771,NA
CGP,YOKOE_CANCER_TESTIS_ANTIGENS,1.6259267,0.008196721,0.09081766,NA
CGP,COULOUARN_TEMPORAL_TGFB1_SIGNATURE_DN,1.625752,0.0021929825,0.09049982,NA
GO-BP,MITOCHONDRION_ORGANIZATION_AND_BIOGENESIS,1.625338,0.0073260074,0.22911656,"BID,PMAIP1,CDKN2A,SFN,TSPO,MSTO1,BCL2,TOMM22,BCL2L1,MTX2,BAX,HSP90AA1,GPX1,BBC3,BNIP3,MRPL12"
TFT,MITOCHONDRION_ORGANIZATION_AND_BIOGENESIS,1.625338,0.0073260074,0.22911656,"BID,PMAIP1,CDKN2A,SFN,TSPO,MSTO1,BCL2,TOMM22,BCL2L1,MTX2,BAX,HSP90AA1,GPX1,BBC3,BNIP3,MRPL12"
CGP,ELVIDGE_HIF1A_AND_HIF2A_TARGETS_DN,1.6237811,0.003322259,0.09212092,NA
CGP,KUMAMOTO_RESPONSE_TO_NUTLIN_3A_DN,1.6231594,0.016871165,0.092151284,NA
CGP,ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR,1.6229755,0.00461361,0.09185896,NA
CGP,LE_EGR2_TARGETS_UP,1.6220475,0.0011061947,0.092234224,NA
CGP,HUPER_BREAST_BASAL_VS_LUMINAL_UP,1.6215335,0.011320755,0.09221888,NA
CGP,DEMAGALHAES_AGING_DN,1.6205609,0.01594203,0.092642360000000007,NA
GO-BP,STEROID_METABOLIC_PROCESS,1.6194371,0.009888751,0.2287579,"NR0B2,ACOX2,CYP46A1,TSPO,CYP7B1,ADM,FDXR,SOAT2,SOAT1,IL4,DHRS9,CYP39A1,ABCG1,NSDHL"
TFT,STEROID_METABOLIC_PROCESS,1.6194371,0.009888751,0.2287579,"NR0B2,ACOX2,CYP46A1,TSPO,CYP7B1,ADM,FDXR,SOAT2,SOAT1,IL4,DHRS9,CYP39A1,ABCG1,NSDHL"
KEGG,KEGG_STARCH_AND_SUCROSE_METABOLISM,1.6187799,0.01369863,0.22358175,"GYS2,MGAM,GCK,HK3,HK1,GUSB,GBE1,UXS1,PYGB"
CGP,BASSO_CD40_SIGNALING_UP,1.6185257,0.0022650056,0.09425676,NA
CGP,WIELAND_UP_BY_HBV_INFECTION,1.6182541,0.0011481056,0.094120845,NA
CGP,FARMER_BREAST_CANCER_APOCRINE_VS_BASAL,1.6173642,0,0.09445656,NA
